report_date,platform,utm_source,utm_medium,utm_content,landing_page,sessions,engaged_sessions,engagement_rate,checklist_downloads,newsletter_signups,guide_clicks,purchases,purchase_revenue_usd,klook_clicks,contact_form_submissions,whatsapp_clicks,top_country,top_device,observation,next_action
,,,,,,,,,,,,,,,,,,,,
